series_id                     	area_type_code	area_code	measure_code	seasonal	srd_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
LAUCN421210000000005          	F	CN4212100000000	05	U	42	Employment: Venango County, PA (U)		1990	M01	2023	M06
LAUCN421210000000006          	F	CN4212100000000	06	U	42	Labor Force: Venango County, PA (U)		1990	M01	2023	M06
LAUCN421230000000003          	F	CN4212300000000	03	U	42	Unemployment Rate: Warren County, PA (U)		1990	M01	2023	M06
LAUCN421230000000004          	F	CN4212300000000	04	U	42	Unemployment: Warren County, PA (U)		1990	M01	2023	M06
LAUCN421230000000005          	F	CN4212300000000	05	U	42	Employment: Warren County, PA (U)		1990	M01	2023	M06
LAUCN421230000000006          	F	CN4212300000000	06	U	42	Labor Force: Warren County, PA (U)		1990	M01	2023	M06
LAUCN421250000000003          	F	CN4212500000000	03	U	42	Unemployment Rate: Washington County, PA (U)		1990	M01	2023	M06
LAUCN421250000000004          	F	CN4212500000000	04	U	42	Unemployment: Washington County, PA (U)		1990	M01	2023	M06
LAUCN421250000000005          	F	CN4212500000000	05	U	42	Employment: Washington County, PA (U)		1990	M01	2023	M06
LAUCN421250000000006          	F	CN4212500000000	06	U	42	Labor Force: Washington County, PA (U)		1990	M01	2023	M06
LAUCN421270000000003          	F	CN4212700000000	03	U	42	Unemployment Rate: Wayne County, PA (U)		1990	M01	2023	M06
LAUCN421270000000004          	F	CN4212700000000	04	U	42	Unemployment: Wayne County, PA (U)		1990	M01	2023	M06
LAUCN421270000000005          	F	CN4212700000000	05	U	42	Employment: Wayne County, PA (U)		1990	M01	2023	M06
LAUCN421270000000006          	F	CN4212700000000	06	U	42	Labor Force: Wayne County, PA (U)		1990	M01	2023	M06
LAUCN421290000000003          	F	CN4212900000000	03	U	42	Unemployment Rate: Westmoreland County, PA (U)		1990	M01	2023	M06
LAUCN421290000000004          	F	CN4212900000000	04	U	42	Unemployment: Westmoreland County, PA (U)		1990	M01	2023	M06
LAUCN421290000000005          	F	CN4212900000000	05	U	42	Employment: Westmoreland County, PA (U)		1990	M01	2023	M06
LAUCN421290000000006          	F	CN4212900000000	06	U	42	Labor Force: Westmoreland County, PA (U)		1990	M01	2023	M06
LAUCN421310000000003          	F	CN4213100000000	03	U	42	Unemployment Rate: Wyoming County, PA (U)		1990	M01	2023	M06
LAUCN421310000000004          	F	CN4213100000000	04	U	42	Unemployment: Wyoming County, PA (U)		1990	M01	2023	M06
LAUCN421310000000005          	F	CN4213100000000	05	U	42	Employment: Wyoming County, PA (U)		1990	M01	2023	M06
LAUCN421310000000006          	F	CN4213100000000	06	U	42	Labor Force: Wyoming County, PA (U)		1990	M01	2023	M06
LAUCN421330000000003          	F	CN4213300000000	03	U	42	Unemployment Rate: York County, PA (U)		1990	M01	2023	M06
LAUCN421330000000004          	F	CN4213300000000	04	U	42	Unemployment: York County, PA (U)		1990	M01	2023	M06
LAUCN421330000000005          	F	CN4213300000000	05	U	42	Employment: York County, PA (U)		1990	M01	2023	M06
LAUCN421330000000006          	F	CN4213300000000	06	U	42	Labor Force: York County, PA (U)		1990	M01	2023	M06
LAUCN440010000000003          	F	CN4400100000000	03	U	44	Unemployment Rate: Bristol County, RI (U)		1990	M01	2023	M06
LAUCN440010000000004          	F	CN4400100000000	04	U	44	Unemployment: Bristol County, RI (U)		1990	M01	2023	M06
LAUCN440010000000005          	F	CN4400100000000	05	U	44	Employment: Bristol County, RI (U)		1990	M01	2023	M06
LAUCN440010000000006          	F	CN4400100000000	06	U	44	Labor Force: Bristol County, RI (U)		1990	M01	2023	M06
LAUCN440030000000003          	F	CN4400300000000	03	U	44	Unemployment Rate: Kent County, RI (U)		1990	M01	2023	M06
LAUCN440030000000004          	F	CN4400300000000	04	U	44	Unemployment: Kent County, RI (U)		1990	M01	2023	M06
LAUCN440030000000005          	F	CN4400300000000	05	U	44	Employment: Kent County, RI (U)		1990	M01	2023	M06
LAUCN440030000000006          	F	CN4400300000000	06	U	44	Labor Force: Kent County, RI (U)		1990	M01	2023	M06
LAUCN440050000000003          	F	CN4400500000000	03	U	44	Unemployment Rate: Newport County, RI (U)		1990	M01	2023	M06
LAUCN440050000000004          	F	CN4400500000000	04	U	44	Unemployment: Newport County, RI (U)		1990	M01	2023	M06
LAUCN440050000000005          	F	CN4400500000000	05	U	44	Employment: Newport County, RI (U)		1990	M01	2023	M06
LAUCN440050000000006          	F	CN4400500000000	06	U	44	Labor Force: Newport County, RI (U)		1990	M01	2023	M06
LAUCN440070000000003          	F	CN4400700000000	03	U	44	Unemployment Rate: Providence County, RI (U)		1990	M01	2023	M06
LAUCN440070000000004          	F	CN4400700000000	04	U	44	Unemployment: Providence County, RI (U)		1990	M01	2023	M06
LAUCN440070000000005          	F	CN4400700000000	05	U	44	Employment: Providence County, RI (U)		1990	M01	2023	M06
LAUCN440070000000006          	F	CN4400700000000	06	U	44	Labor Force: Providence County, RI (U)		1990	M01	2023	M06
LAUCN440090000000003          	F	CN4400900000000	03	U	44	Unemployment Rate: Washington County, RI (U)		1990	M01	2023	M06
LAUCN440090000000004          	F	CN4400900000000	04	U	44	Unemployment: Washington County, RI (U)		1990	M01	2023	M06
LAUCN440090000000005          	F	CN4400900000000	05	U	44	Employment: Washington County, RI (U)		1990	M01	2023	M06
LAUCN440090000000006          	F	CN4400900000000	06	U	44	Labor Force: Washington County, RI (U)		1990	M01	2023	M06
LAUCN450010000000003          	F	CN4500100000000	03	U	45	Unemployment Rate: Abbeville County, SC (U)		1990	M01	2023	M06
LAUCN450010000000004          	F	CN4500100000000	04	U	45	Unemployment: Abbeville County, SC (U)		1990	M01	2023	M06
LAUCN450010000000005          	F	CN4500100000000	05	U	45	Employment: Abbeville County, SC (U)		1990	M01	2023	M06
LAUCN450010000000006          	F	CN4500100000000	06	U	45	Labor Force: Abbeville County, SC (U)		1990	M01	2023	M06
LAUCN450030000000003          	F	CN4500300000000	03	U	45	Unemployment Rate: Aiken County, SC (U)		1990	M01	2023	M06
LAUCN450030000000004          	F	CN4500300000000	04	U	45	Unemployment: Aiken County, SC (U)		1990	M01	2023	M06
LAUCN450030000000005          	F	CN4500300000000	05	U	45	Employment: Aiken County, SC (U)		1990	M01	2023	M06
LAUCN450030000000006          	F	CN4500300000000	06	U	45	Labor Force: Aiken County, SC (U)		1990	M01	2023	M06
LAUCN450050000000003          	F	CN4500500000000	03	U	45	Unemployment Rate: Allendale County, SC (U)		1990	M01	2023	M06
LAUCN450050000000004          	F	CN4500500000000	04	U	45	Unemployment: Allendale County, SC (U)		1990	M01	2023	M06
LAUCN450050000000005          	F	CN4500500000000	05	U	45	Employment: Allendale County, SC (U)		1990	M01	2023	M06
LAUCN450050000000006          	F	CN4500500000000	06	U	45	Labor Force: Allendale County, SC (U)		1990	M01	2023	M06
LAUCN450070000000003          	F	CN4500700000000	03	U	45	Unemployment Rate: Anderson County, SC (U)		1990	M01	2023	M06
LAUCN450070000000004          	F	CN4500700000000	04	U	45	Unemployment: Anderson County, SC (U)		1990	M01	2023	M06
LAUCN450070000000005          	F	CN4500700000000	05	U	45	Employment: Anderson County, SC (U)		1990	M01	2023	M06
LAUCN450070000000006          	F	CN4500700000000	06	U	45	Labor Force: Anderson County, SC (U)		1990	M01	2023	M06
LAUCN450090000000003          	F	CN4500900000000	03	U	45	Unemployment Rate: Bamberg County, SC (U)		1990	M01	2023	M06
LAUCN450090000000004          	F	CN4500900000000	04	U	45	Unemployment: Bamberg County, SC (U)		1990	M01	2023	M06
LAUCN450090000000005          	F	CN4500900000000	05	U	45	Employment: Bamberg County, SC (U)		1990	M01	2023	M06
LAUCN450090000000006          	F	CN4500900000000	06	U	45	Labor Force: Bamberg County, SC (U)		1990	M01	2023	M06
LAUCN450110000000003          	F	CN4501100000000	03	U	45	Unemployment Rate: Barnwell County, SC (U)		1990	M01	2023	M06
LAUCN450110000000004          	F	CN4501100000000	04	U	45	Unemployment: Barnwell County, SC (U)		1990	M01	2023	M06
LAUCN450110000000005          	F	CN4501100000000	05	U	45	Employment: Barnwell County, SC (U)		1990	M01	2023	M06
LAUCN450110000000006          	F	CN4501100000000	06	U	45	Labor Force: Barnwell County, SC (U)		1990	M01	2023	M06
LAUCN450130000000003          	F	CN4501300000000	03	U	45	Unemployment Rate: Beaufort County, SC (U)		1990	M01	2023	M06
LAUCN450130000000004          	F	CN4501300000000	04	U	45	Unemployment: Beaufort County, SC (U)		1990	M01	2023	M06
LAUCN450130000000005          	F	CN4501300000000	05	U	45	Employment: Beaufort County, SC (U)		1990	M01	2023	M06
LAUCN450130000000006          	F	CN4501300000000	06	U	45	Labor Force: Beaufort County, SC (U)		1990	M01	2023	M06
LAUCN450150000000003          	F	CN4501500000000	03	U	45	Unemployment Rate: Berkeley County, SC (U)		1990	M01	2023	M06
LAUCN450150000000004          	F	CN4501500000000	04	U	45	Unemployment: Berkeley County, SC (U)		1990	M01	2023	M06
LAUCN450150000000005          	F	CN4501500000000	05	U	45	Employment: Berkeley County, SC (U)		1990	M01	2023	M06
LAUCN450150000000006          	F	CN4501500000000	06	U	45	Labor Force: Berkeley County, SC (U)		1990	M01	2023	M06
LAUCN450170000000003          	F	CN4501700000000	03	U	45	Unemployment Rate: Calhoun County, SC (U)		1990	M01	2023	M06
LAUCN450170000000004          	F	CN4501700000000	04	U	45	Unemployment: Calhoun County, SC (U)		1990	M01	2023	M06
LAUCN450170000000005          	F	CN4501700000000	05	U	45	Employment: Calhoun County, SC (U)		1990	M01	2023	M06
LAUCN450170000000006          	F	CN4501700000000	06	U	45	Labor Force: Calhoun County, SC (U)		1990	M01	2023	M06
LAUCN450190000000003          	F	CN4501900000000	03	U	45	Unemployment Rate: Charleston County, SC (U)		1990	M01	2023	M06
LAUCN450190000000004          	F	CN4501900000000	04	U	45	Unemployment: Charleston County, SC (U)		1990	M01	2023	M06
LAUCN450190000000005          	F	CN4501900000000	05	U	45	Employment: Charleston County, SC (U)		1990	M01	2023	M06
LAUCN450190000000006          	F	CN4501900000000	06	U	45	Labor Force: Charleston County, SC (U)		1990	M01	2023	M06
LAUCN450210000000003          	F	CN4502100000000	03	U	45	Unemployment Rate: Cherokee County, SC (U)		1990	M01	2023	M06
LAUCN450210000000004          	F	CN4502100000000	04	U	45	Unemployment: Cherokee County, SC (U)		1990	M01	2023	M06
LAUCN450210000000005          	F	CN4502100000000	05	U	45	Employment: Cherokee County, SC (U)		1990	M01	2023	M06
LAUCN450210000000006          	F	CN4502100000000	06	U	45	Labor Force: Cherokee County, SC (U)		1990	M01	2023	M06
LAUCN450230000000003          	F	CN4502300000000	03	U	45	Unemployment Rate: Chester County, SC (U)		1990	M01	2023	M06
LAUCN450230000000004          	F	CN4502300000000	04	U	45	Unemployment: Chester County, SC (U)		1990	M01	2023	M06
LAUCN450230000000005          	F	CN4502300000000	05	U	45	Employment: Chester County, SC (U)		1990	M01	2023	M06
LAUCN450230000000006          	F	CN4502300000000	06	U	45	Labor Force: Chester County, SC (U)		1990	M01	2023	M06
LAUCN450250000000003          	F	CN4502500000000	03	U	45	Unemployment Rate: Chesterfield County, SC (U)		1990	M01	2023	M06
LAUCN450250000000004          	F	CN4502500000000	04	U	45	Unemployment: Chesterfield County, SC (U)		1990	M01	2023	M06
LAUCN450250000000005          	F	CN4502500000000	05	U	45	Employment: Chesterfield County, SC (U)		1990	M01	2023	M06
LAUCN450250000000006          	F	CN4502500000000	06	U	45	Labor Force: Chesterfield County, SC (U)		1990	M01	2023	M06
LAUCN450270000000003          	F	CN4502700000000	03	U	45	Unemployment Rate: Clarendon County, SC (U)		1990	M01	2023	M06
LAUCN450270000000004          	F	CN4502700000000	04	U	45	Unemployment: Clarendon County, SC (U)		1990	M01	2023	M06
LAUCN450270000000005          	F	CN4502700000000	05	U	45	Employment: Clarendon County, SC (U)		1990	M01	2023	M06
LAUCN450270000000006          	F	CN4502700000000	06	U	45	Labor Force: Clarendon County, SC (U)		1990	M01	2023	M06
LAUCN450290000000003          	F	CN4502900000000	03	U	45	Unemployment Rate: Colleton County, SC (U)		1990	M01	2023	M06
LAUCN450290000000004          	F	CN4502900000000	04	U	45	Unemployment: Colleton County, SC (U)		1990	M01	2023	M06
LAUCN450290000000005          	F	CN4502900000000	05	U	45	Employment: Colleton County, SC (U)		1990	M01	2023	M06
LAUCN450290000000006          	F	CN4502900000000	06	U	45	Labor Force: Colleton County, SC (U)		1990	M01	2023	M06
LAUCN450310000000003          	F	CN4503100000000	03	U	45	Unemployment Rate: Darlington County, SC (U)		1990	M01	2023	M06
LAUCN450310000000004          	F	CN4503100000000	04	U	45	Unemployment: Darlington County, SC (U)		1990	M01	2023	M06
LAUCN450310000000005          	F	CN4503100000000	05	U	45	Employment: Darlington County, SC (U)		1990	M01	2023	M06
LAUCN450310000000006          	F	CN4503100000000	06	U	45	Labor Force: Darlington County, SC (U)		1990	M01	2023	M06
LAUCN450330000000003          	F	CN4503300000000	03	U	45	Unemployment Rate: Dillon County, SC (U)		1990	M01	2023	M06
LAUCN450330000000004          	F	CN4503300000000	04	U	45	Unemployment: Dillon County, SC (U)		1990	M01	2023	M06
LAUCN450330000000005          	F	CN4503300000000	05	U	45	Employment: Dillon County, SC (U)		1990	M01	2023	M06
LAUCN450330000000006          	F	CN4503300000000	06	U	45	Labor Force: Dillon County, SC (U)		1990	M01	2023	M06
LAUCN450350000000003          	F	CN4503500000000	03	U	45	Unemployment Rate: Dorchester County, SC (U)		1990	M01	2023	M06
LAUCN450350000000004          	F	CN4503500000000	04	U	45	Unemployment: Dorchester County, SC (U)		1990	M01	2023	M06
LAUCN450350000000005          	F	CN4503500000000	05	U	45	Employment: Dorchester County, SC (U)		1990	M01	2023	M06
LAUCN450350000000006          	F	CN4503500000000	06	U	45	Labor Force: Dorchester County, SC (U)		1990	M01	2023	M06
LAUCN450370000000003          	F	CN4503700000000	03	U	45	Unemployment Rate: Edgefield County, SC (U)		1990	M01	2023	M06
LAUCN450370000000004          	F	CN4503700000000	04	U	45	Unemployment: Edgefield County, SC (U)		1990	M01	2023	M06
LAUCN450370000000005          	F	CN4503700000000	05	U	45	Employment: Edgefield County, SC (U)		1990	M01	2023	M06
LAUCN450370000000006          	F	CN4503700000000	06	U	45	Labor Force: Edgefield County, SC (U)		1990	M01	2023	M06
LAUCN450390000000003          	F	CN4503900000000	03	U	45	Unemployment Rate: Fairfield County, SC (U)		1990	M01	2023	M06
LAUCN450390000000004          	F	CN4503900000000	04	U	45	Unemployment: Fairfield County, SC (U)		1990	M01	2023	M06
LAUCN450390000000005          	F	CN4503900000000	05	U	45	Employment: Fairfield County, SC (U)		1990	M01	2023	M06
LAUCN450390000000006          	F	CN4503900000000	06	U	45	Labor Force: Fairfield County, SC (U)		1990	M01	2023	M06
LAUCN450410000000003          	F	CN4504100000000	03	U	45	Unemployment Rate: Florence County, SC (U)		1990	M01	2023	M06
LAUCN450410000000004          	F	CN4504100000000	04	U	45	Unemployment: Florence County, SC (U)		1990	M01	2023	M06
LAUCN450410000000005          	F	CN4504100000000	05	U	45	Employment: Florence County, SC (U)		1990	M01	2023	M06
LAUCN450410000000006          	F	CN4504100000000	06	U	45	Labor Force: Florence County, SC (U)		1990	M01	2023	M06
LAUCN450430000000003          	F	CN4504300000000	03	U	45	Unemployment Rate: Georgetown County, SC (U)		1990	M01	2023	M06
LAUCN450430000000004          	F	CN4504300000000	04	U	45	Unemployment: Georgetown County, SC (U)		1990	M01	2023	M06
LAUCN450430000000005          	F	CN4504300000000	05	U	45	Employment: Georgetown County, SC (U)		1990	M01	2023	M06
LAUCN450430000000006          	F	CN4504300000000	06	U	45	Labor Force: Georgetown County, SC (U)		1990	M01	2023	M06
LAUCN450450000000003          	F	CN4504500000000	03	U	45	Unemployment Rate: Greenville County, SC (U)		1990	M01	2023	M06
LAUCN450450000000004          	F	CN4504500000000	04	U	45	Unemployment: Greenville County, SC (U)		1990	M01	2023	M06
LAUCN450450000000005          	F	CN4504500000000	05	U	45	Employment: Greenville County, SC (U)		1990	M01	2023	M06
LAUCN450450000000006          	F	CN4504500000000	06	U	45	Labor Force: Greenville County, SC (U)		1990	M01	2023	M06
LAUCN450470000000003          	F	CN4504700000000	03	U	45	Unemployment Rate: Greenwood County, SC (U)		1990	M01	2023	M06
LAUCN450470000000004          	F	CN4504700000000	04	U	45	Unemployment: Greenwood County, SC (U)		1990	M01	2023	M06
LAUCN450470000000005          	F	CN4504700000000	05	U	45	Employment: Greenwood County, SC (U)		1990	M01	2023	M06
LAUCN450470000000006          	F	CN4504700000000	06	U	45	Labor Force: Greenwood County, SC (U)		1990	M01	2023	M06
LAUCN450490000000003          	F	CN4504900000000	03	U	45	Unemployment Rate: Hampton County, SC (U)		1990	M01	2023	M06
LAUCN450490000000004          	F	CN4504900000000	04	U	45	Unemployment: Hampton County, SC (U)		1990	M01	2023	M06
LAUCN450490000000005          	F	CN4504900000000	05	U	45	Employment: Hampton County, SC (U)		1990	M01	2023	M06
LAUCN450490000000006          	F	CN4504900000000	06	U	45	Labor Force: Hampton County, SC (U)		1990	M01	2023	M06
LAUCN450510000000003          	F	CN4505100000000	03	U	45	Unemployment Rate: Horry County, SC (U)		1990	M01	2023	M06
LAUCN450510000000004          	F	CN4505100000000	04	U	45	Unemployment: Horry County, SC (U)		1990	M01	2023	M06
LAUCN450510000000005          	F	CN4505100000000	05	U	45	Employment: Horry County, SC (U)		1990	M01	2023	M06
LAUCN450510000000006          	F	CN4505100000000	06	U	45	Labor Force: Horry County, SC (U)		1990	M01	2023	M06
LAUCN450530000000003          	F	CN4505300000000	03	U	45	Unemployment Rate: Jasper County, SC (U)		1990	M01	2023	M06
LAUCN450530000000004          	F	CN4505300000000	04	U	45	Unemployment: Jasper County, SC (U)		1990	M01	2023	M06
LAUCN450530000000005          	F	CN4505300000000	05	U	45	Employment: Jasper County, SC (U)		1990	M01	2023	M06
LAUCN450530000000006          	F	CN4505300000000	06	U	45	Labor Force: Jasper County, SC (U)		1990	M01	2023	M06
LAUCN450550000000003          	F	CN4505500000000	03	U	45	Unemployment Rate: Kershaw County, SC (U)		1990	M01	2023	M06
LAUCN450550000000004          	F	CN4505500000000	04	U	45	Unemployment: Kershaw County, SC (U)		1990	M01	2023	M06
LAUCN450550000000005          	F	CN4505500000000	05	U	45	Employment: Kershaw County, SC (U)		1990	M01	2023	M06
LAUCN450550000000006          	F	CN4505500000000	06	U	45	Labor Force: Kershaw County, SC (U)		1990	M01	2023	M06
LAUCN450570000000003          	F	CN4505700000000	03	U	45	Unemployment Rate: Lancaster County, SC (U)		1990	M01	2023	M06
LAUCN450570000000004          	F	CN4505700000000	04	U	45	Unemployment: Lancaster County, SC (U)		1990	M01	2023	M06
LAUCN450570000000005          	F	CN4505700000000	05	U	45	Employment: Lancaster County, SC (U)		1990	M01	2023	M06
LAUCN450570000000006          	F	CN4505700000000	06	U	45	Labor Force: Lancaster County, SC (U)		1990	M01	2023	M06
LAUCN450590000000003          	F	CN4505900000000	03	U	45	Unemployment Rate: Laurens County, SC (U)		1990	M01	2023	M06
LAUCN450590000000004          	F	CN4505900000000	04	U	45	Unemployment: Laurens County, SC (U)		1990	M01	2023	M06
LAUCN450590000000005          	F	CN4505900000000	05	U	45	Employment: Laurens County, SC (U)		1990	M01	2023	M06
LAUCN450590000000006          	F	CN4505900000000	06	U	45	Labor Force: Laurens County, SC (U)		1990	M01	2023	M06
LAUCN450610000000003          	F	CN4506100000000	03	U	45	Unemployment Rate: Lee County, SC (U)		1990	M01	2023	M06
LAUCN450610000000004          	F	CN4506100000000	04	U	45	Unemployment: Lee County, SC (U)		1990	M01	2023	M06
LAUCN450610000000005          	F	CN4506100000000	05	U	45	Employment: Lee County, SC (U)		1990	M01	2023	M06
LAUCN450610000000006          	F	CN4506100000000	06	U	45	Labor Force: Lee County, SC (U)		1990	M01	2023	M06
LAUCN450630000000003          	F	CN4506300000000	03	U	45	Unemployment Rate: Lexington County, SC (U)		1990	M01	2023	M06
LAUCN450630000000004          	F	CN4506300000000	04	U	45	Unemployment: Lexington County, SC (U)		1990	M01	2023	M06
LAUCN450630000000005          	F	CN4506300000000	05	U	45	Employment: Lexington County, SC (U)		1990	M01	2023	M06
LAUCN450630000000006          	F	CN4506300000000	06	U	45	Labor Force: Lexington County, SC (U)		1990	M01	2023	M06
LAUCN450650000000003          	F	CN4506500000000	03	U	45	Unemployment Rate: McCormick County, SC (U)		1990	M01	2023	M06
LAUCN450650000000004          	F	CN4506500000000	04	U	45	Unemployment: McCormick County, SC (U)		1990	M01	2023	M06
LAUCN450650000000005          	F	CN4506500000000	05	U	45	Employment: McCormick County, SC (U)		1990	M01	2023	M06
LAUCN450650000000006          	F	CN4506500000000	06	U	45	Labor Force: McCormick County, SC (U)		1990	M01	2023	M06
LAUCN450670000000003          	F	CN4506700000000	03	U	45	Unemployment Rate: Marion County, SC (U)		1990	M01	2023	M06
LAUCN450670000000004          	F	CN4506700000000	04	U	45	Unemployment: Marion County, SC (U)		1990	M01	2023	M06
LAUCN450670000000005          	F	CN4506700000000	05	U	45	Employment: Marion County, SC (U)		1990	M01	2023	M06
LAUCN450670000000006          	F	CN4506700000000	06	U	45	Labor Force: Marion County, SC (U)		1990	M01	2023	M06
LAUCN450690000000003          	F	CN4506900000000	03	U	45	Unemployment Rate: Marlboro County, SC (U)		1990	M01	2023	M06
LAUCN450690000000004          	F	CN4506900000000	04	U	45	Unemployment: Marlboro County, SC (U)		1990	M01	2023	M06
LAUCN450690000000005          	F	CN4506900000000	05	U	45	Employment: Marlboro County, SC (U)		1990	M01	2023	M06
LAUCN450690000000006          	F	CN4506900000000	06	U	45	Labor Force: Marlboro County, SC (U)		1990	M01	2023	M06
LAUCN450710000000003          	F	CN4507100000000	03	U	45	Unemployment Rate: Newberry County, SC (U)		1990	M01	2023	M06
LAUCN450710000000004          	F	CN4507100000000	04	U	45	Unemployment: Newberry County, SC (U)		1990	M01	2023	M06
LAUCN450710000000005          	F	CN4507100000000	05	U	45	Employment: Newberry County, SC (U)		1990	M01	2023	M06
LAUCN450710000000006          	F	CN4507100000000	06	U	45	Labor Force: Newberry County, SC (U)		1990	M01	2023	M06
LAUCN450730000000003          	F	CN4507300000000	03	U	45	Unemployment Rate: Oconee County, SC (U)		1990	M01	2023	M06
LAUCN450730000000004          	F	CN4507300000000	04	U	45	Unemployment: Oconee County, SC (U)		1990	M01	2023	M06
LAUCN450730000000005          	F	CN4507300000000	05	U	45	Employment: Oconee County, SC (U)		1990	M01	2023	M06
LAUCN450730000000006          	F	CN4507300000000	06	U	45	Labor Force: Oconee County, SC (U)		1990	M01	2023	M06
LAUCN450750000000003          	F	CN4507500000000	03	U	45	Unemployment Rate: Orangeburg County, SC (U)		1990	M01	2023	M06
LAUCN450750000000004          	F	CN4507500000000	04	U	45	Unemployment: Orangeburg County, SC (U)		1990	M01	2023	M06
LAUCN450750000000005          	F	CN4507500000000	05	U	45	Employment: Orangeburg County, SC (U)		1990	M01	2023	M06
LAUCN450750000000006          	F	CN4507500000000	06	U	45	Labor Force: Orangeburg County, SC (U)		1990	M01	2023	M06
LAUCN450770000000003          	F	CN4507700000000	03	U	45	Unemployment Rate: Pickens County, SC (U)		1990	M01	2023	M06
LAUCN450770000000004          	F	CN4507700000000	04	U	45	Unemployment: Pickens County, SC (U)		1990	M01	2023	M06
LAUCN450770000000005          	F	CN4507700000000	05	U	45	Employment: Pickens County, SC (U)		1990	M01	2023	M06
LAUCN450770000000006          	F	CN4507700000000	06	U	45	Labor Force: Pickens County, SC (U)		1990	M01	2023	M06
LAUCN450790000000003          	F	CN4507900000000	03	U	45	Unemployment Rate: Richland County, SC (U)		1990	M01	2023	M06
LAUCN450790000000004          	F	CN4507900000000	04	U	45	Unemployment: Richland County, SC (U)		1990	M01	2023	M06
LAUCN450790000000005          	F	CN4507900000000	05	U	45	Employment: Richland County, SC (U)		1990	M01	2023	M06
LAUCN450790000000006          	F	CN4507900000000	06	U	45	Labor Force: Richland County, SC (U)		1990	M01	2023	M06
LAUCN450810000000003          	F	CN4508100000000	03	U	45	Unemployment Rate: Saluda County, SC (U)		1990	M01	2023	M06
LAUCN450810000000004          	F	CN4508100000000	04	U	45	Unemployment: Saluda County, SC (U)		1990	M01	2023	M06
LAUCN450810000000005          	F	CN4508100000000	05	U	45	Employment: Saluda County, SC (U)		1990	M01	2023	M06
LAUCN450810000000006          	F	CN4508100000000	06	U	45	Labor Force: Saluda County, SC (U)		1990	M01	2023	M06
LAUCN450830000000003          	F	CN4508300000000	03	U	45	Unemployment Rate: Spartanburg County, SC (U)		1990	M01	2023	M06
LAUCN450830000000004          	F	CN4508300000000	04	U	45	Unemployment: Spartanburg County, SC (U)		1990	M01	2023	M06
LAUCN450830000000005          	F	CN4508300000000	05	U	45	Employment: Spartanburg County, SC (U)		1990	M01	2023	M06
LAUCN450830000000006          	F	CN4508300000000	06	U	45	Labor Force: Spartanburg County, SC (U)		1990	M01	2023	M06
LAUCN450850000000003          	F	CN4508500000000	03	U	45	Unemployment Rate: Sumter County, SC (U)		1990	M01	2023	M06
LAUCN450850000000004          	F	CN4508500000000	04	U	45	Unemployment: Sumter County, SC (U)		1990	M01	2023	M06
LAUCN450850000000005          	F	CN4508500000000	05	U	45	Employment: Sumter County, SC (U)		1990	M01	2023	M06
LAUCN450850000000006          	F	CN4508500000000	06	U	45	Labor Force: Sumter County, SC (U)		1990	M01	2023	M06
LAUCN450870000000003          	F	CN4508700000000	03	U	45	Unemployment Rate: Union County, SC (U)		1990	M01	2023	M06
LAUCN450870000000004          	F	CN4508700000000	04	U	45	Unemployment: Union County, SC (U)		1990	M01	2023	M06
LAUCN450870000000005          	F	CN4508700000000	05	U	45	Employment: Union County, SC (U)		1990	M01	2023	M06
LAUCN450870000000006          	F	CN4508700000000	06	U	45	Labor Force: Union County, SC (U)		1990	M01	2023	M06
LAUCN450890000000003          	F	CN4508900000000	03	U	45	Unemployment Rate: Williamsburg County, SC (U)		1990	M01	2023	M06
LAUCN450890000000004          	F	CN4508900000000	04	U	45	Unemployment: Williamsburg County, SC (U)		1990	M01	2023	M06
LAUCN450890000000005          	F	CN4508900000000	05	U	45	Employment: Williamsburg County, SC (U)		1990	M01	2023	M06
LAUCN450890000000006          	F	CN4508900000000	06	U	45	Labor Force: Williamsburg County, SC (U)		1990	M01	2023	M06
LAUCN450910000000003          	F	CN4509100000000	03	U	45	Unemployment Rate: York County, SC (U)		1990	M01	2023	M06
LAUCN450910000000004          	F	CN4509100000000	04	U	45	Unemployment: York County, SC (U)		1990	M01	2023	M06
LAUCN450910000000005          	F	CN4509100000000	05	U	45	Employment: York County, SC (U)		1990	M01	2023	M06
LAUCN450910000000006          	F	CN4509100000000	06	U	45	Labor Force: York County, SC (U)		1990	M01	2023	M06
LAUCN460030000000003          	F	CN4600300000000	03	U	46	Unemployment Rate: Aurora County, SD (U)		1990	M01	2023	M06
LAUCN460030000000004          	F	CN4600300000000	04	U	46	Unemployment: Aurora County, SD (U)		1990	M01	2023	M06
LAUCN460030000000005          	F	CN4600300000000	05	U	46	Employment: Aurora County, SD (U)		1990	M01	2023	M06
LAUCN460030000000006          	F	CN4600300000000	06	U	46	Labor Force: Aurora County, SD (U)		1990	M01	2023	M06
LAUCN460050000000003          	F	CN4600500000000	03	U	46	Unemployment Rate: Beadle County, SD (U)		1990	M01	2023	M06
LAUCN460050000000004          	F	CN4600500000000	04	U	46	Unemployment: Beadle County, SD (U)		1990	M01	2023	M06
LAUCN460050000000005          	F	CN4600500000000	05	U	46	Employment: Beadle County, SD (U)		1990	M01	2023	M06
LAUCN460050000000006          	F	CN4600500000000	06	U	46	Labor Force: Beadle County, SD (U)		1990	M01	2023	M06
